# symbol: AAPL
timeZone=America/New_York
date,time,open,high,low,close,volume
20140304,050000,75.8815,76.0915,75.3958,75.8915,64090324
20140305,050000,75.8358,76.3929,75.5901,76.0515,50879148
20140306,050000,76.1115,76.3486,75.4429,75.8215,43886084
20140307,050000,75.9129,75.9972,75.1501,75.7772,54102700
20140310,040000,75.4801,76.1901,75.4771,75.8458,43092812
20140311,040000,76.4429,76.9629,76.0844,76.5844,69140384
20140312,040000,76.3358,76.7644,76.0001,76.6586,49307592
20140313,040000,76.7772,77.0944,75.5944,75.8072,63760080
20140314,040000,75.5415,75.8415,74.7144,74.9558,58348744
20140317,040000,75.3858,75.7101,75.1215,75.2486,48726656
20140318,040000,75.1087,75.9958,75.0287,75.9144,51141520
20140319,040000,76.0372,76.6058,75.5715,75.8944,54587736
20140320,040000,75.7144,76.0958,75.3358,75.5286,47225320
20140321,040000,76.2401,76.2501,75.1901,76.1244,86428592
20140324,040000,76.8929,77.2144,76.4372,77.0272,83528464
20140325,040000,77.3201,77.9644,77.0844,77.8558,69117920
